code,registers,us_campaign,us_filed,ca_recall,ca_filed,eu_case,eu_published,eu_notifying_country,eu_reference
22S43,2,22V413,2022-06-10,2022311,2022-06-13,,,,
22S44,2,22V411,2022-06-10,2022309,2022-06-10,,,,
22S47,3,22V484,2022-07-07,2022366,2022-07-07,A12/00142/24,26/01/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10011626
22S51,2,22V644,2022-08-26,2022485,2022-08-29,,,,
22S53,2,22V623,2022-08-12,2022461,2022-08-12,,,,
22S54,2,22V621,2022-08-12,2022462,2022-08-12,,,,
22S55,2,22V646,2022-08-26,2022484,2022-08-29,,,,
22S56,2,22V648,2022-08-26,2022486,2022-08-30,,,,
22S59,2,22V675,2022-09-08,2022507,2022-09-08,,,,
22S60,2,22V685,2022-09-14,2022522,2022-09-16,,,,
22S62,2,22V731,2022-09-30,2022632,2022-11-03,,,,
22S65,2,22V791,2022-10-20,2022596,2022-10-20,,,,
22S71,2,22V842,2022-11-15,2022650,2022-11-15,,,,
22S73,2,22V859,2022-11-18,2022658,2022-11-19,,,,
22S74,2,22V880,2022-11-29,2022679,2022-11-29,,,,
22S76,2,22V925,2022-12-14,2022720,2022-12-15,,,,
22S77,2,22V928,2022-12-14,2022721,2022-12-15,,,,
230224REV,2,23V166,2023-03-14,2023156,2023-03-21,,,,
230516REV,2,23V351,2023-05-18,2023296,2023-05-22,,,,
23439,2,23V082,2023-02-15,2023067,2023-02-15,,,,
23440,2,23V169,2023-03-16,2023138,2023-03-16,,,,
23444,2,23V376,2023-05-26,2023306,2023-05-26,,,,
23447,2,23V822,2023-12-07,2023647,2023-12-07,,,,
23501,2,23V065,2023-02-10,2023048,2023-02-09,,,,
23502,2,23V066,2023-02-10,2023049,2023-02-09,,,,
23503,2,23V119,2023-02-23,2023091,2023-02-23,,,,
23504,2,23V120,2023-02-23,2023092,2023-02-23,,,,
23507,2,23V170,2023-03-16,2023139,2023-03-16,,,,
23508,2,23V171,2023-03-16,2023140,2023-03-16,,,,
23509,2,23V220,2023-03-30,2023188,2023-03-30,,,,
23510,2,23V248,2023-04-06,2023212,2023-04-06,,,,
23511,2,23V282,2023-04-20,2023238,2023-04-20,,,,
23514,2,23V353,2023-05-18,2023293,2023-05-18,,,,
23515,2,23V370,2023-05-25,2023303,2023-05-26,,,,
23516,2,23V371,2023-05-25,2023304,2023-05-25,,,,
23517,2,23V397,2023-06-02,2023321,2023-06-02,,,,
23518,2,23V398,2023-06-02,2023322,2023-06-02,,,,
23520,2,23V587,2023-08-17,2023466,2023-08-17,,,,
231205REV,2,23V833,2023-12-08,2023658,2023-12-12,,,,
23C01,2,23V072,2023-02-10,2023054,2023-02-13,,,,
23C02,2,23V122,2023-02-24,2023098,2023-02-24,,,,
23C04,2,23V160,2023-03-10,2023128,2023-03-13,,,,
23C05,2,23V165,2023-03-10,2023129,2023-03-13,,,,
23C14,2,23V305,2023-04-28,2023259,2023-04-28,,,,
23C16,2,23V358,2023-05-18,2023294,2023-05-19,,,,
23C18,2,23V379,2023-05-26,2023308,2023-05-29,,,,
23C20,2,23V420,2023-06-09,2023341,2023-06-09,,,,
23C24,2,23V510,2023-07-21,2023489,2023-09-01,,,,
23C25,2,23V506,2023-07-21,2023409,2023-07-24,,,,
23C26,2,23V596,2023-08-25,2023509,2023-09-13,,,,
23C31,2,23V686,2023-10-13,2023557,2023-10-16,,,,
23C32,2,23V688,2023-10-13,2023555,2023-10-17,,,,
23C35,2,23V727,2023-10-27,2023587,2023-10-31,,,,
23C36,2,23V802,2023-11-28,2023638,2023-11-29,,,,
23C38,2,23V801,2023-11-28,2023639,2023-11-29,,,,
23C41,2,23V848,2023-12-15,2023671,2023-12-15,,,,
23HD,2,25V637,,,,SR/04433/25,19/12/2025,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10097087
23KWK,2,23V717,2023-10-26,2023573,2023-10-26,,,,
23PBD,2,23V423,2023-06-13,2023343,2023-06-13,,,,
23PBH,2,23V653,2023-09-27,2023530,2023-09-27,,,,
23R1,2,15V705,2015-10-26,2015504,2015-10-23,,,,
23S02,2,23V022,2023-01-23,2023018,2023-01-24,,,,
23S04,2,23V071,2023-02-10,2023055,2023-02-13,,,,
23S05,2,23V069,2023-02-10,2023056,2023-02-13,,,,
23S06,2,23V070,2023-02-10,2023057,2023-02-13,,,,
23S08,2,23V306,2023-04-28,2024100,2024-02-11,,,,
23S10,2,23V163,2023-03-10,2023133,2023-03-13,,,,
23S12,2,23V162,2023-03-10,2023132,2023-03-14,,,,
23S16,2,23V199,2023-03-24,2023172,2023-03-27,,,,
23S17,2,23V283,2023-04-20,2023243,2023-04-21,,,,
23S23,2,23V342,2023-05-12,2023288,2023-05-15,,,,
23S27,3,23V380,2023-05-26,2023309,2023-05-29,A12/00784/24,29/03/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10012259
23S28,2,23V378,2023-05-26,2023310,2023-05-29,,,,
23S30,2,23V418,2023-06-09,2023340,2023-06-09,,,,
23S32,2,23V439,2023-06-23,2023354,2023-06-23,,,,
23S33,2,23V440,2023-06-23,2023355,2023-06-23,,,,
23S35,3,23V509,2023-07-21,2023405,2023-07-25,A12/02641/23,03/11/2023,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10010668
23S37,2,23V507,2023-07-21,2023406,2023-07-24,,,,
23S46,2,23V573,2023-08-11,2023450,2023-08-11,,,,
23S48,2,25V273,2025-05-14,2023477,2023-08-28,,,,
23S49,2,23V595,2023-08-25,2023478,2023-08-29,,,,
23S53,3,23V626,2023-09-08,2023507,2023-09-12,A12/02543/23,20/10/2023,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10010534
23S54,2,23V625,2023-09-08,2023508,2023-09-12,,,,
23S55,2,23V675,2023-10-06,2023543,2023-10-06,,,,
23S56,2,25V441,2025-06-27,2023554,2023-10-17,,,,
23S64,2,23V905,2023-12-22,2023704,2023-12-22,,,,
23S65,2,23V896,2023-12-22,2023705,2023-12-22,,,,
23T3,2,16V171,2016-03-24,2016132,2016-03-23,,,,
24003,2,24V307,2024-04-30,2024156,2024-03-08,,,,
24014,2,24V799,2024-10-24,2024639,2024-10-25,,,,
240809REV,2,24V607,2024-08-13,2024474,2024-08-15,,,,
240812REV,2,24V610,2024-08-14,2024482,2024-08-16,,,,
24452,2,24V234,2024-03-27,2024204,2024-03-29,,,,
24453,2,24V263,2024-04-11,2024217,2024-04-11,,,,
24456,2,24V521,2024-07-09,2024401,2024-07-10,,,,
24501,2,24V026,2024-01-18,2024022,2024-01-18,,,,
24503,2,24V088,2024-02-08,2024074,2024-02-08,,,,
24504,2,24V089,2024-02-08,2024075,2024-02-08,,,,
24505,2,24V164,2024-02-29,2024138,2024-02-29,,,,
24511,2,24V556,2024-07-25,2024424,2024-07-25,,,,
24513,2,24V750,2024-10-02,2024584,2024-10-03,,,,
24515,2,24V818,2024-10-31,2024655,2024-10-31,,,,
241592,2,23V015,2023-01-20,2023014,2023-01-20,,,,
24BL,2,15V028,2015-01-23,2014575,2014-12-17,,,,
24BZ,2,16V646,2016-09-07,2016429,2016-09-02,,,,
24C01,2,24V140,2024-02-23,2024125,2024-02-23,,,,
24C08,2,24V266,2024-04-12,2024223,2024-04-12,,,,
24C20,2,24V486,2024-06-28,2024378,2024-07-01,,,,
24C24,2,24V597,2024-08-09,2024463,2024-08-12,,,,
24C30,2,24V682,2024-09-13,2024527,2024-09-13,,,,
24C32,2,24V725,2024-09-27,2024570,2024-09-27,,,,
24C33,2,24V778,2024-10-18,2024621,2024-10-21,,,,
24C34,2,24V801,2024-10-25,2024644,2024-10-25,,,,
24C35,2,24V802,2024-10-25,2024645,2024-10-25,,,,
24C38,2,24V850,2024-11-08,2024689,2024-11-08,,,,
24C43,2,24V953,2024-12-20,2024776,2024-12-20,,,,
24ID,2,22V245,2022-04-13,2022182,2022-04-13,,,,
24IH,2,22V368,2022-05-23,2022266,2022-05-23,,,,
24IL,2,22V687,2022-09-14,2022517,2022-09-15,,,,
24KWD,2,24V145,2024-02-23,2024121,2024-02-23,,,,
24S02,3,24V031,2024-01-19,2024026,2024-01-22,A12/00789/24,29/03/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10012331
24S05,2,24V102,2024-02-09,2024083,2024-02-11,,,,
24S06,2,24V099,2024-02-09,2024084,2024-02-11,,,,
24S07,2,24V097,2024-02-09,2024085,2024-02-11,,,,
24S09,2,24V143,2024-02-23,2024122,2024-02-23,,,,
24S10,3,24V142,2024-02-23,2024123,2024-02-23,A12/01224/24,17/05/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10012996
24S11,2,25V272,2025-04-23,2024124,2024-02-26,,,,
24S15,2,25V303,2025-05-09,2024157,2024-03-11,,,,
24S16,3,24V187,2024-03-08,2024160,2024-03-11,A12/01351/24,24/05/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10013100
24S19,2,24V220,2024-03-22,2024191,2024-03-23,,,,
24S20,2,24V223,2024-03-22,2024192,2024-03-25,,,,
24S24,2,24V293,2024-04-26,2024224,2024-04-12,,,,
24S29,3,24V294,2024-04-26,2024247,2024-04-26,A12/02415/24,30/08/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10013946
24S32,2,24V329,2024-05-10,2024269,2024-05-13,,,,
24S33,2,25V881,2025-12-18,2024270,2024-05-10,,,,
24S35,2,24V368,2024-05-24,2024297,2024-05-24,,,,
24S36,3,24V394,2024-06-03,2024317,2024-06-04,A12/02023/24,09/08/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10013947
24S37,2,24V444,2024-06-17,2024346,2024-06-14,,,,
24S38,2,24V443,2024-06-14,2024347,2024-06-14,,,,
24S39,2,24V440,2024-06-14,2024348,2024-06-14,,,,
24S42,2,24V494,2024-06-28,2024380,2024-07-01,,,,
24S44,3,24V493,2024-06-28,2024381,2024-07-01,A12/01985/24,02/08/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10013907
24S45,2,24E055,2024-06-28,,,SR/02696/25,25/07/2025,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10095298
24S49,2,24V593,2024-08-09,2024459,2024-08-12,,,,
24S50,2,24V590,2024-08-09,2024460,2024-08-12,,,,
24S51,2,24V594,2024-08-09,2024461,2024-08-12,,,,
24S52,2,24V598,2024-08-09,2024462,2024-08-12,,,,
24S53,2,24V636,2024-08-23,2024490,2024-08-23,,,,
24S54,2,24V634,2024-08-23,2024491,2024-08-23,,,,
24S55,2,24V635,2024-08-23,2024492,2024-08-23,,,,
24S59,2,24V684,2024-09-13,2024524,2024-09-13,,,,
24S60,2,24V683,2024-09-13,2024525,2024-09-13,,,,
24S61,2,24V685,2024-09-13,2024526,2024-09-13,,,,
24S64,2,24V770,2024-10-16,2024620,2024-10-21,,,,
24S65,2,24V777,2024-10-18,2024622,2024-10-21,,,,
24S66,2,24V806,2024-10-25,2024642,2024-10-25,,,,
24S67,2,24V805,2024-10-25,2024643,2024-10-25,,,,
24S70,2,24V851,2024-12-20,2024687,2024-11-08,,,,
24S71,2,24V848,2024-11-08,2024688,2024-11-08,,,,
24S75,2,24V951,,2024777,2024-12-20,,,,
24S76,2,25V341,2025-05-23,2024778,2024-12-20,,,,
24S78,2,24V957,2024-12-20,2024780,2024-12-20,,,,
24S79,3,24V954,2024-12-20,2024781,2024-12-20,SR/01457/25,18/04/2025,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10093920
2501,2,25E019,,,,SR/03232/25,12/09/2025,France,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10095779
250221REV,2,25V121,2025-02-27,2025107,2025-02-28,,,,
25010,2,25V584,2025-09-06,2025462,2025-09-08,,,,
250618REV,2,25V416,2025-06-18,2025348,2025-06-23,,,,
250829REV,2,25V565,2025-08-29,2025465,2025-09-09,,,,
251021REV,2,25V718,2025-10-21,2025660,2025-12-01,,,,
25462,2,25V110,2025-02-21,2025097,2025-02-21,,,,
25463,2,25V151,2025-03-11,2025122,2025-03-11,,,,
25468,2,25V321,2025-05-15,2025262,2025-05-15,,,,
25470,2,25V384,2025-06-23,2025313,2025-06-11,,,,
25472,2,25V547,2025-08-25,2025437,2025-08-25,,,,
25475,2,25V771,2025-11-10,2025619,2025-11-10,,,,
25477,2,25V844,2025-12-09,2025675,2025-12-09,,,,
25502,2,25V176,2025-03-20,2025145,2025-03-20,,,,
25504,2,25V266,2025-04-22,2025220,2025-04-22,,,,
25505,2,25V276,2025-04-24,2025227,2025-04-24,,,,
25507,2,25V414,2025-06-25,2025336,2025-06-19,,,,
25509,2,25V502,2025-08-06,2025408,2025-08-08,,,,
25510,2,25V503,2025-08-06,2025409,2025-08-07,,,,
25511,2,25V522,2025-08-12,2025419,2025-08-12,,,,
25513,2,25V534,2025-08-21,2025428,2025-08-21,,,,
25514,2,25V580,2025-09-04,2025488,2025-09-17,,,,
25515,2,25V640,2025-09-25,2025507,2025-09-25,,,,
25516,2,25V641,2025-09-25,2025508,2025-09-25,,,,
25517,2,25V646,2025-09-25,2025511,2025-09-25,,,,
25519,2,25V702,2025-10-15,2025563,2025-10-16,,,,
25520,2,25V703,2025-10-15,2025562,2025-10-16,,,,
25521,2,25V763,2025-11-06,2025611,2025-11-06,,,,
25523,2,25V783,2025-11-13,2025624,2025-11-13,,,,
25524,2,25V806,2025-11-20,2025647,2025-11-20,,,,
25525,2,25V817,2025-11-25,2025652,2025-11-25,,,,
25526,2,25V879,2025-12-18,2025696,2025-12-18,,,,
25C04,2,25V094,2025-02-14,2025086,2025-02-14,,,,
25C06,2,25V123,2025-02-28,2025102,2025-03-02,,,,
25C07,2,25V124,2025-02-28,2025103,2025-03-02,,,,
25C08,2,25V161,2025-03-14,2025131,2025-03-14,,,,
25C10,2,25V237,2025-04-11,2025200,2025-04-11,,,,
25C14,2,25V312,2025-05-09,2025255,2025-05-09,,,,
25C16,2,25V311,2025-05-09,2025256,2025-05-09,,,,
25C17,2,25V350,2025-06-09,2025279,2025-05-23,,,,
25C18,2,25V338,2025-05-23,2025277,2025-05-23,,,,
25C19,2,25V339,2025-05-23,2025278,2025-05-23,,,,
25C21,2,25V337,2025-05-23,2025280,2025-05-23,,,,
25C25,2,25V394,2025-06-13,2025321,2025-06-13,,,,
25C26,2,25V401,2025-06-13,2025322,2025-06-13,,,,
25C27,2,25V396,2025-06-13,2025323,2025-06-13,,,,
25C31,2,25V489,2025-07-25,2025394,2025-07-25,,,,
25C33,2,25V484,2025-07-25,2025393,2025-07-28,,,,
25C36,2,25V518,2025-08-08,2025413,2025-08-08,,,,
25C37,2,25V517,2025-08-08,2025415,2025-08-08,,,,
25C38,2,25V515,2025-08-08,2025416,2025-08-08,,,,
25C39,2,25V519,2025-08-08,2025417,2025-08-08,,,,
25C41,2,25V541,2025-08-22,2025432,2025-08-22,,,,
25C42,2,25V543,2025-08-22,2025433,2025-08-22,,,,
25C43,2,25V546,2025-08-22,2025434,2025-08-22,,,,
25C53,2,25V688,2025-10-10,2025551,2025-10-11,,,,
25C54,2,25V678,2025-10-09,2025552,2025-10-11,,,,
25C55,2,25V689,2025-10-10,2025703,2025-12-18,,,,
25C60,2,25V730,2025-10-24,2025583,2025-10-24,,,,
25C66,2,25V831,2025-12-01,2025666,2025-12-01,,,,
25C68,2,25V862,2025-12-12,2025690,2025-12-12,,,,
25C69,2,26V301,,2025691,2025-12-12,,,,
25C71,2,25V886,2025-12-18,2025704,2025-12-18,,,,
25PACF,2,25V436,2025-06-26,2025357,2025-06-26,,,,
25PACG,2,25V569,2025-09-02,2025448,2025-09-02,,,,
25PACH,2,25V795,2025-11-17,2025633,2025-11-17,,,,
25S01,3,25V025,2025-01-17,2025020,2025-01-17,SR/01163/25,04/04/2025,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10093756
25S02,2,25V019,2025-01-17,2025022,2025-01-17,,,,
25S03,2,25V020,2025-01-17,2025023,2025-01-17,,,,
25S05,2,25V048,2025-01-31,2025043,2025-01-31,,,,
25S07,2,25V095,2025-02-14,2025081,2025-02-17,,,,
25S08,2,25V091,2025-02-14,2025082,2025-02-17,,,,
25S09,3,25V093,2025-02-14,2025084,2025-02-14,SR/03067/25,29/08/2025,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10095714
25S11,3,25V096,2025-02-14,2025085,2025-02-14,SR/01908/25,23/05/2025,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10094454
25S12,2,25V126,2025-02-28,2025104,2025-03-02,,,,
25S14,2,25V130,2025-02-28,2025105,2025-03-02,,,,
25S16,2,25V133,2025-02-28,2025108,2025-03-02,,,,
25S17,2,25V134,2025-02-28,2025109,2025-03-02,,,,
25S18,2,25V132,2025-02-28,2025110,2025-03-02,,,,
25S19,2,25V164,2025-03-14,2025132,2025-03-14,,,,
25S20,2,25V163,2025-03-14,2025133,2025-03-14,,,,
25S21,2,25V165,2025-03-14,2025134,2025-03-14,,,,
25S22,2,25V166,2025-03-14,2025135,2025-03-14,,,,
25S23,2,25V168,2025-03-14,2025136,2025-03-14,,,,
25S24,2,25V169,2025-03-14,2025137,2025-03-14,,,,
25S25,2,25V157,2025-03-14,2025138,2025-03-14,,,,
25S26,2,25V158,2025-03-14,2025139,2025-03-14,,,,
25S27,2,25V159,2025-03-14,2025140,2025-03-14,,,,
25S28,2,25V160,2025-03-14,2025141,2025-03-14,,,,
25S29,2,25V199,2025-03-28,2025162,2025-03-28,,,,
25S30,2,25V198,2025-03-28,2025163,2025-03-28,,,,
25S31,2,25V197,2025-05-23,2025164,2025-03-28,,,,
25S32,2,25V196,2025-03-28,2025165,2025-03-28,,,,
25S35,2,25V239,2025-04-11,2025196,2025-04-11,,,,
25S36,2,25V238,2025-04-11,2025197,2025-04-11,,,,
25S37,2,25V236,2025-04-11,2025198,2025-04-11,,,,
25S38,2,25V242,2025-04-11,2025199,2025-04-11,,,,
25S42,2,25V270,2025-04-23,2025224,2025-04-24,,,,
25S45,2,25V310,2025-05-09,2025257,2025-05-09,,,,
25S46,2,25V309,2025-05-09,2025258,2025-05-09,,,,
25S47,2,25V314,2025-05-09,2025259,2025-05-09,,,,
25S49,2,25V315,2025-05-09,2025260,2025-05-09,,,,
25S51,3,25V439,2025-06-27,2025358,2025-05-27,SR/00252/26,30/01/2026,France,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10097480
25S52,2,26V239,2026-04-14,2025281,2025-05-23,,,,
25S53,2,25V347,,2025282,2025-05-23,,,,
25S54,2,25V345,2025-05-23,2025283,2025-05-23,,,,
25S55,2,25V344,2025-06-13,2025284,2025-05-23,,,,
25S56,2,25V346,2025-05-23,2025285,2025-05-23,,,,
25S58,2,25V349,2025-05-23,,,SR/03119/25,05/09/2025,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10095723
25S61,3,25V372,2025-06-03,2025306,2025-06-03,SR/03096/25,29/08/2025,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10095721
25S63,2,25V398,2025-06-13,2025324,2025-06-13,,,,
25S64,2,25V397,2025-06-13,2025325,2025-06-13,,,,
25S65,2,25V404,2025-06-13,2025326,2025-06-13,,,,
25S66,2,25V407,2025-06-13,2025327,2025-06-13,,,,
25S67,2,25V393,2025-06-13,2025328,2025-06-13,,,,
25S68,2,25V887,2025-12-18,2025329,2025-06-13,,,,
25S72,2,25V442,2025-06-27,2025360,2025-06-27,,,,
25S74,2,25V443,2025-06-27,2025361,2025-06-27,,,,
25S75,2,25V455,2025-07-07,2025366,2025-07-08,,,,
25S76,2,25V467,,2025376,2025-07-14,,,,
25S77,3,25V488,2025-07-25,2025392,2025-07-25,SR/00250/26,30/01/2026,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10097544
25S82,2,25V512,2025-08-08,2025414,2025-08-08,,,,
25S83,2,25V510,2025-08-08,2025412,2025-08-08,,,,
25S87,2,25V544,,2025435,2025-08-22,,,,
25S88,2,25V540,2025-08-22,2025436,2025-08-22,,,,
25S89,2,25V572,2025-09-03,2025449,2025-09-03,,,,
25S91,2,25V611,2025-09-12,2025483,2025-09-12,,,,
25S92,3,25V614,,2025484,2025-09-12,SR/00175/26,23/01/2026,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10097428
25S94,2,25V626,2025-09-19,2025494,2025-09-19,,,,
25SA2,2,25V691,2025-10-10,2025547,2025-10-11,,,,
25SA3,2,25V687,2025-10-10,2025548,2025-10-11,,,,
25SA4,2,26V012,,2025554,2025-10-10,,,,
25SA7,2,25E068,2025-10-10,2025549,2025-10-11,,,,
25SA8,2,25V686,2025-10-10,2025550,2025-10-11,,,,
25SB4,2,25V726,2025-10-24,2025584,2025-10-24,,,,
25SB5,2,25V721,2025-10-23,2025585,2025-10-24,,,,
25SB6,2,25V731,2025-10-24,2025586,2025-10-24,,,,
25SB7,2,25V729,2025-10-24,2025587,2025-10-24,,,,
25SB8,2,25V732,,2025588,2025-10-24,,,,
25SC3,2,25V788,2025-11-14,2025627,2025-11-14,,,,
25SC4,3,26V091,,2025628,2025-11-14,SR/00933/26,03/04/2026,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10098374
25SC6,2,25V787,2025-11-14,2025629,2025-11-14,,,,
25SC7,2,25V793,2025-11-17,2025630,2025-11-14,,,,
25SD4,2,25V823,2025-12-01,2025663,2025-12-01,,,,
25SD5,2,25V827,,2025664,2025-12-01,,,,
25SD6,2,25V829,2025-12-01,2025665,2025-12-01,,,,
25SD8,2,25V866,2025-12-12,2025688,2025-12-12,,,,
25SD9,2,25V860,2025-12-12,2025689,2025-12-12,,,,
25SE7,2,25V884,2025-12-18,2025706,2025-12-18,,,,
26478,2,26V026,2026-01-21,2026025,2026-01-21,,,,
26479,2,26V045,2026-01-26,2026031,2026-01-26,,,,
26480,2,26V161,2026-03-18,2026127,2026-03-18,,,,
26482,2,26V211,2026-04-02,2026163,2026-04-02,,,,
26483,2,26V313,2026-05-18,2026237,2026-05-18,,,,
26501,2,26V084,2026-02-12,2026063,2026-02-12,,,,
26502,2,26V111,2026-02-26,2026087,2026-02-26,,,,
26504,2,26V168,2026-03-19,2026130,2026-03-19,,,,
26505,2,26V226,2026-04-09,2026180,2026-04-09,,,,
26510,2,26V459,,2026348,2026-07-16,,,,
26511,2,26V460,,2026349,2026-07-16,,,,
26512,2,26V461,,2026350,2026-07-16,,,,
26C02,2,26V024,2026-01-21,2026019,2026-01-21,,,,
26C07,2,26V090,2026-02-17,2026071,2026-02-18,,,,
26C10,2,26V104,2026-02-20,2026079,2026-02-20,,,,
26C11,2,26V123,2026-03-03,2026100,2026-03-05,,,,
26C12,2,26V121,2026-03-03,2026099,2026-03-03,,,,
26C18,2,26V159,2026-03-17,2026124,2026-03-17,,,,
26C19,2,26V201,2026-03-31,2026162,2026-04-01,,,,
26C26,2,26V370,2026-06-09,2026286,2026-06-10,,,,
26C27,2,26V372,2026-06-09,2026287,2026-06-10,,,,
26C29,2,26V374,2026-06-09,2026291,2026-06-09,,,,
26C32,2,26V418,2026-06-30,2026319,2026-06-30,,,,
26C35,2,26E046,2026-07-14,2026342,2026-07-14,,,,
26C37,2,26V489,,2026369,2026-07-28,,,,
26PACA,2,26V022,2026-01-19,2026014,2026-01-19,,,,
26PACD,2,26V485,,2026367,2026-07-27,,,,
26S01,2,26V011,,2026004,2026-01-09,,,,
26S05,2,26V062,2026-02-03,2026047,2026-02-03,,,,
26S08,2,26V101,2026-02-20,2026080,2026-02-20,,,,
26S09,2,26V124,2026-03-03,2026093,2026-03-03,,,,
26S10,2,26V122,2026-03-03,2026094,2026-03-03,,,,
26S11,2,26V120,2026-03-03,2026095,2026-03-03,,,,
26S12,2,26V118,2026-03-03,2026096,2026-03-03,,,,
26S13,2,26V119,2026-03-03,2026097,2026-03-03,,,,
26S14,2,26V117,,2026098,2026-03-03,,,,
26S17,2,26V158,2026-03-17,2026122,2026-03-17,,,,
26S18,2,26V157,2026-03-17,2026123,2026-03-17,,,,
26S21,2,26V165,2026-03-18,2026128,2026-03-18,,,,
26S22,2,26V202,2026-03-31,2026159,2026-04-01,,,,
26S23,2,26V205,2026-03-31,2026160,2026-04-01,,,,
26S24,2,26V204,2026-03-31,2026161,2026-04-01,,,,
26S26,2,26V236,2026-04-14,2026188,2026-04-15,,,,
26S28,2,26V237,2026-04-14,2026189,2026-04-15,,,,
26S29,2,26V238,,2026190,2026-04-15,,,,
26S30,2,26V268,2026-04-28,2026211,2026-04-28,,,,
26S32,2,26V299,,2026229,2026-05-12,,,,
26S34,2,26V344,,2026257,2026-05-27,,,,
26S35,3,26V343,,2026258,2026-05-27,SR/01907/26,03/07/2026,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10099453
26S36,2,26V340,,2026259,2026-05-27,,,,
26S38,2,26V368,,2026279,2026-06-09,,,,
26S40,2,26V369,2026-06-09,2026338,2026-07-14,,,,
26S42,2,26V375,2026-06-09,2026280,2026-06-09,,,,
26S43,2,26V376,,2026281,2026-06-09,,,,
26S44,2,26V377,2026-06-09,2026282,2026-06-09,,,,
26S45,2,26V378,2026-06-09,2026283,2026-06-09,,,,
26S47,2,26V403,,2026310,2026-06-24,,,,
26S48,2,26V402,,2026311,2026-06-24,,,,
26S50,2,26V417,,2026317,2026-06-30,,,,
26S51,2,26V415,2026-06-30,2026318,2026-06-30,,,,
26S52,2,26V451,2026-07-14,2026339,2026-07-14,,,,
26S53,2,26V470,,2026340,2026-07-14,,,,
26S54,2,26V448,,2026341,2026-07-14,,,,
26S55,2,26V468,2026-07-20,2026356,2026-07-20,,,,
26S56,2,26V487,,2026368,2026-07-28,,,,
28030,2,16V125,2016-03-02,2016102,2016-03-02,,,,
28H1,2,15V194,2015-04-01,2014266,2014-07-02,,,,
28H7,2,23V604,2023-08-30,2023487,2023-08-31,,,,
30710,2,16V517,2016-07-07,2016350,2016-07-07,,,,
31820,2,16V151,2016-03-11,2016116,2016-03-11,,,,
39440,2,16V272,2016-05-05,2016199,2016-05-05,,,,
341707,2,23V774,2023-11-17,2023618,2023-11-17,,,,
341780,2,24V351,2024-05-17,2024282,2024-05-17,,,,
2990005,2,,,2024104,2024-02-16,A12/00575/24,08/03/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10012094
3001863,2,24V846,2024-11-08,2024684,2024-11-08,,,,
3001922,2,25V264,2025-04-18,2025217,2025-04-18,,,,
314D,2,14V145,2014-03-25,2014094,2014-03-25,,,,
3190301,2,,,2022353,2022-07-04,A12/01146/22,12/08/2022,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10006554
3290201,2,,,2020255,2020-06-10,A12/01104/20,31/07/2020,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10001715
3594805,2,,,2024395,2024-07-05,A12/02389/24,30/08/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10014035
36A1,2,,,2020102,2020-03-16,A12/00547/20,10/04/2020,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10000966
38C7,2,,,2020207,2020-05-13,A12/00997/20,10/07/2020,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10001587
3A01,2,24V038,2024-01-23,1982083,1982-10-12,,,,
3A02,2,24V081,2024-02-07,1982098,1982-12-10,,,,
