code,registers,us_campaign,us_filed,ca_recall,ca_filed,eu_case,eu_published,eu_notifying_country,eu_reference
9902578,2,22V572,2022-08-04,2022425,2022-08-04,,,,
9902582,2,22V774,2022-10-14,2022587,2022-10-14,,,,
9902606,2,24V300,2024-04-29,2024250,2024-04-29,,,,
9902624,2,25V207,2025-04-03,2025171,2025-04-03,,,,
9902634,2,25V377,2025-06-05,2025308,2025-06-05,,,,
9903273,2,15V848,2015-12-17,2016007,2016-01-06,,,,
9903275,2,15V877,2015-12-23,2016017,2016-01-13,,,,
9903310,2,16V561,2016-07-27,2016385,2016-08-03,,,,
9903318,2,16V568,2016-08-01,2016386,2016-08-03,,,,
9903329,2,16V761,2016-10-20,2016538,2016-11-01,,,,
9903340,2,16V905,2016-12-15,2017004,2017-01-04,,,,
9903578,2,22V575,2022-08-04,2022426,2022-08-04,,,,
9903580,2,22V665,2022-09-01,2022494,2022-09-01,,,,
9903584,2,23V091,2023-02-16,2023071,2023-02-16,,,,
9903586,2,23V404,2023-06-05,2023327,2023-06-05,,,,
9903601,2,24V055,2024-01-31,2024053,2024-01-31,,,,
9903602,2,24V061,2024-02-01,2024058,2024-02-01,,,,
9903603,2,24V160,2024-02-29,2024141,2024-02-29,,,,
9903607,2,24V309,2024-05-01,2024256,2024-05-01,,,,
9903611,2,24V577,2024-08-01,2024442,2024-08-01,,,,
9903619,2,25V072,2025-02-07,2025057,2025-02-07,,,,
9903642,2,25V743,2025-10-30,2025596,2025-10-30,,,,
9903656,2,26V360,2026-06-03,2026268,2026-06-03,,,,
9903657,2,26V361,2026-06-03,2026269,2026-06-03,,,,
9904242,2,15V304,2015-05-22,2015202,2015-05-14,,,,
9904277,2,16V058,2016-02-02,2016056,2016-02-04,,,,
9904333,2,16V818,2016-11-14,2016581,2016-11-18,,,,
9904577,2,22V303,2022-05-05,2022235,2022-05-06,,,,
9904578,2,22V573,2022-08-04,2022427,2022-08-04,,,,
9904582,2,22V775,2022-10-14,2022588,2022-10-14,,,,
9904606,2,24V299,2024-04-29,2024251,2024-04-29,,,,
9905661,2,26V427,2026-07-02,2026323,2026-07-02,,,,
82970148297015,2,,,2025213,2025-04-17,SR/02431/25,04/07/2025,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10095007
91931119193112,2,,,2021431,2021-07-13,A12/01361/21,01/10/2021,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10004403
9916H,2,16V644,2016-09-06,2016431,2016-09-06,,,,
A2001,2,,,2020169,2020-04-17,A12/00697/20,08/05/2020,United Kingdom,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10001191
A2104,2,,,2021331,2021-05-27,A12/00218/22,04/02/2022,Poland,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10005421
A2203,2,,,2022641,2022-11-08,A12/00875/23,21/04/2023,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10008212
A2204,2,,,2022646,2022-11-10,A12/00519/23,17/03/2023,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10007726
A222359300,2,22V640,2022-08-25,2022477,2022-08-25,,,,
A232424320,2,23V744,2023-11-06,2023599,2023-11-06,,,,
A232424660,2,24V133,2024-02-22,2024114,2024-02-22,,,,
A2404,2,,,2024400,2024-07-09,A12/02762/24,04/10/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10014347
A252516680,2,25V819,2025-11-25,2025654,2025-11-25,,,,
ACTT1601,2,16V599,2016-08-15,2016401,2016-08-11,,,,
ACX1502,2,15V289,2015-05-18,2015284,2015-06-25,,,,
ACX1503,2,15V280,2015-05-13,2015254,2015-06-09,,,,
ACX1504,2,15V443,2015-07-10,2015309,2015-07-14,,,,
ACX1505,2,15V648,2015-10-13,2015472,2015-10-15,,,,
ACX1601,2,16V028,2016-01-22,2016030,2016-01-22,,,,
ACX1604,2,16V720,2016-10-07,2016497,2016-10-11,,,,
ACX1606,2,16V855,2016-11-28,2016600,2016-12-01,,,,
AE03,2,14V457,2014-07-28,2014319,2014-07-29,,,,
AF05,2,15V335,2015-06-01,2015217,2015-05-21,,,,
AF06,2,15V717,2015-10-30,2015514,2015-10-29,,,,
AG02,2,16V169,2016-03-23,2016131,2016-03-23,,,,
AG04,2,16V520,2016-07-08,2016357,2016-07-08,,,,
AG06,2,16V680,2016-09-20,2016457,2016-09-19,,,,
AG09,2,16V885,2016-12-09,2016611,2016-12-07,,,,
AG10,2,16V946,2016-12-30,2016654,2016-12-22,,,,
AH01,2,17E007,2017-01-25,2017041,2017-01-25,,,,
AKC1,2,,,2019622,2019-12-11,A12/00217/20,21/02/2020,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10000647
ALA2,2,,,2020054,2020-02-13,A12/01402/21,08/10/2021,France,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10004455
ALA4,2,,,2020210,2020-05-13,A12/01095/20,31/07/2020,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10001710
AMA2,2,,,2021113,2021-03-04,A11/00081/21,01/10/2021,France,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10004460
AMA9,2,,,2021236,2021-04-21,INFO/00140/21,16/07/2021,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10004123
AMB2,2,,,2021294,2021-05-17,A12/00887/21,18/06/2021,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10003939
AMB4,2,,,2021403,2021-06-30,A12/01193/21,13/08/2021,France,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10004263
AMB7,2,,,2021539,2021-09-01,A12/01387/21,01/10/2021,France,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10004503
ANA1,2,,,2022033,2022-01-31,A12/00554/22,08/04/2022,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10005645
ANA5,2,22V278,2022-04-26,2022211,2022-04-26,,,,
ANA6,2,22V404,2022-06-08,2022299,2022-06-08,,,,
ANB4,2,22V656,2022-08-30,2022487,2022-08-31,,,,
ANB6,2,22V803,2022-10-25,,,A12/01706/22,02/12/2022,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10007230
ANB7,2,22V897,2022-12-06,,,A12/00061/23,13/01/2023,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10007535
APA1,3,23V033,2023-01-27,2023024,2023-01-26,A12/01590/23,07/07/2023,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10009642
APA2,2,23V176,2023-03-17,2023145,2023-03-17,,,,
APA3,3,23V241,2023-04-05,2023205,2023-04-05,A12/01065/23,12/05/2023,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10008969
APA4,2,23V313,2023-05-03,,,A12/01415/23,23/06/2023,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10009484
APA8,2,23V446,2023-06-26,2023362,2023-06-28,,,,
APA9,3,23V443,2023-06-26,2023361,2023-06-27,A12/01682/23,21/07/2023,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10009750
APB1,2,23V527,2023-07-27,2023419,2023-07-31,,,,
APB2,2,23V615,2023-09-01,2023493,2023-09-01,,,,
APB3,3,23V715,2023-10-25,2023571,2023-10-25,A12/00024/24,12/01/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10011395
APB4,3,23V813,2023-12-04,2023643,2023-12-05,A12/00189/24,01/02/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10011678
APB5,3,23V840,2023-12-13,2023661,2023-12-13,A12/00439/24,01/03/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10012037
APB6,2,23V841,2023-12-13,2023662,2023-12-13,,,,
ARA2,2,24V123,2024-02-20,2024107,2024-02-20,,,,
ARA3,3,24V155,2024-02-28,2024128,2024-02-27,A12/01256/24,17/05/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10013009
ARA4,3,24V215,2024-03-20,2024180,2024-03-20,A12/00997/24,26/04/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10012844
ARA5,3,24V217,2024-03-20,2024181,2024-03-20,A12/01254/24,17/05/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10012841
ARB0,2,24V455,2024-06-19,2024353,2024-06-19,,,,
ARB2,3,24V533,2024-07-16,2024408,2024-07-17,SR/00266/25,24/01/2025,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10092712
ARB5,3,24V731,2024-10-01,2024583,2024-10-02,SR/00297/25,24/01/2025,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10092671
ARB8,2,24V730,2024-10-01,2024577,2024-10-01,,,,
ARC4,3,24V809,2024-10-28,2024646,2024-10-28,A12/03530/24,13/12/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10092419
ARC5,2,24V889,2024-11-25,2024722,2024-11-26,,,,
ASA0,3,25V078,2025-02-12,2025067,2025-02-12,SR/00958/25,14/03/2025,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10093548
ASA1,2,25V079,2025-02-12,2025068,2025-02-12,,,,
ASA2,2,25V221,2025-05-05,2025181,2025-04-09,,,,
ASA3,2,25V220,2025-04-08,2025182,2025-04-09,,,,
ASA6,3,25V415,2025-07-15,2025337,2025-06-18,SR/03042/25,22/08/2025,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10095640
ASA9,3,25V634,2025-09-23,2025498,2025-09-23,SR/04432/25,19/12/2025,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10097092
ASB2,2,25V896,2025-12-19,2025716,2025-12-19,,,,
BUGCR025,2,,,2021789,2021-12-23,A12/00176/22,28/01/2022,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10005384
BUGCR036,2,24V096,2024-02-09,2024120,2024-02-23,,,,
C1007010,2,14V605,2014-09-29,2014438,2014-10-07,,,,
C1008010,2,15V504,2015-08-11,2015357,2015-08-06,,,,
C1008210,2,15V850,2015-12-18,2015597,2015-12-18,,,,
C1008310,2,16V116,2016-02-29,2016094,2016-02-25,,,,
C10136,2,26V126,2026-03-05,2026132,2026-03-19,,,,
C10138,2,25V462,2025-07-10,2025371,2025-07-10,,,,
C1545,2,14E051,2014-07-29,2014454,2014-10-15,,,,
C5807,2,24V934,2024-12-17,2024762,2024-12-17,,,,
C7111,2,25E004,2025-01-17,2025045,2025-02-03,,,,
CA000051,2,24V092,2024-02-08,2024004,2024-01-09,,,,
CA000054,2,24V385,,2024291,2024-05-23,,,,
CAM0000023,2,22V309,2022-05-06,2022256,2022-05-17,,,,
CAM0000029,2,23V270,2023-04-14,2023226,2023-04-17,,,,
CAM0000030,2,23V311,2023-05-03,2023265,2023-05-04,,,,
CAM0000031,2,23V745,2023-11-06,2023598,2023-11-06,,,,
CAM0000033,2,23V891,2023-12-22,2023699,2023-12-22,,,,
CAM0000034,2,24V046,2024-01-26,2024049,2024-01-30,,,,
CAM0000035,2,24V285,2024-04-23,2024239,2024-04-23,,,,
CAM0000036,2,24V247,2024-04-03,2024208,2024-04-03,,,,
CAM0000037,2,24V617,2024-08-16,2024480,2024-08-16,,,,
CAM0000038,2,24V618,2024-08-16,2024479,2024-08-16,,,,
CAM0000039,2,24V687,2024-09-13,2024522,2024-09-13,,,,
CAM0000040,2,24V845,2024-11-08,2024686,2024-11-08,,,,
CAM0000041,2,25V029,2025-01-23,2025025,2025-01-23,,,,
CAM0000042,2,25V180,2025-03-21,2025149,2025-03-21,,,,
CAM0000043,2,25V408,2025-07-15,2025334,2025-06-17,,,,
CAM0000044,2,25V673,2025-10-08,2025537,2025-10-08,,,,
CAM0000045,2,25V701,2025-10-15,2025561,2025-10-15,,,,
CAM0000046,2,25V776,2025-11-12,2025620,2025-11-12,,,,
CR1247R1,2,15V072,2015-02-06,2015064,2015-02-11,,,,
CR1261,2,15V073,2015-02-09,2015063,2015-02-11,,,,
CR1287,2,15V074,2015-02-09,2015062,2015-02-11,,,,
CR1300,2,15V075,2015-02-09,2008133,2008-04-24,,,,
CR1314,2,15V076,2015-02-09,2008215,2008-06-19,,,,
CR1332,2,15V077,2015-02-09,2009050,2009-02-20,,,,
CR1366,2,15V078,2015-02-09,2009200,2009-07-07,,,,
CR1430,2,15V079,2015-02-09,2009302,2009-10-19,,,,
CR285,2,25V013,2025-01-24,2025030,2025-01-21,,,,
CR3200,2,14V380,2014-06-30,2014262,2014-07-02,,,,
CR3201,2,14V381,2014-06-30,2014263,2014-06-27,,,,
CR3280,2,14V769,2014-12-03,2014545,2014-12-03,,,,
CR3405,2,15V350,2015-06-05,2015241,2015-05-29,,,,
CR3601,2,16V135,2016-03-04,2016104,2016-03-03,,,,
CR5259,2,22V416,2022-06-13,2022310,2022-06-13,,,,
CR5342,2,22V845,2022-11-15,2022649,2022-11-15,,,,
CR5442,2,23V482,2023-07-12,2023387,2023-07-12,,,,
CR5507,2,23V762,2023-11-11,2023610,2023-11-14,,,,
CR5512,2,23V781,2023-11-21,2023622,2023-11-21,,,,
CR5537,2,23V866,2023-12-20,2023682,2023-12-20,,,,
CR5546,2,24V033,2024-01-19,2024034,2024-01-24,,,,
CR5595,2,24V328,2024-05-10,2024267,2024-05-10,,,,
CR5605,2,24V421,2024-06-07,2024330,2024-06-07,,,,
CR5615,2,24V519,2024-07-08,2024416,2024-07-19,,,,
CR5635,2,24V647,2024-11-05,2024499,2024-09-03,,,,
CR5637,2,24V657,2024-09-09,2024506,2024-09-09,,,,
CR5643,2,24V727,2024-09-30,2024572,2024-09-30,,,,
CR5805,2,25V696,2025-10-14,2025555,2025-10-14,,,,
CR5873,2,26V182,2026-03-24,2026137,2026-03-24,,,,
CR5882,2,26V275,,2026220,2026-04-30,,,,
CR5884,2,26V300,,2026228,2026-05-12,,,,
CSN3017,2,22V613,2022-08-10,2022473,2022-08-19,,,,
CSN3142,2,24V362,2024-05-23,2024048,2024-01-30,,,,
CSN3185,2,24V681,2024-09-12,2024617,2024-10-18,,,,
CSN3194,2,24V821,2024-10-31,2024697,2024-11-15,,,,
CSN3199,2,24V881,2024-11-21,2024740,2024-12-05,,,,
CSN3206,2,24V952,2024-12-20,2025001,2025-01-03,,,,
CSN3226,2,25V288,2025-05-02,2025251,2025-05-08,,,,
CSN3229,2,25V400,2025-06-13,2025353,2025-06-24,,,,
CSN3246,2,25V562,2025-08-29,2025558,2025-10-15,,,,
CSN3294,2,26V150,2026-03-13,2026176,2026-04-09,,,,
CSN3322,2,26V310,,2026270,2026-06-03,,,,
CSN3349,2,26V457,,2026400,2026-08-19,,,,
D053,2,25V645,2025-09-25,2025509,2025-09-25,,,,
D095,2,26V097,2026-02-19,2026074,2026-02-19,,,,
D105,2,26V297,2026-05-12,2026227,2026-05-12,,,,
D120,3,26V389,2026-06-12,2026292,2026-06-12,SR/02126/26,31/07/2026,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10106697
D127,2,26V263,2026-04-23,2026206,2026-04-23,,,,
D145,2,26V458,,2026345,2026-07-16,,,,
D24R6,2,24V402,2024-06-04,2024315,2024-06-04,,,,
D25R2,2,25V604,2025-09-11,2025478,2025-09-11,,,,
F1002,2,24V393,2024-06-03,2024310,2024-05-31,,,,
F1004,2,24V478,2024-06-26,2024366,2024-06-26,,,,
F1007,2,24V571,2024-08-01,2024438,2024-07-31,,,,
F1009,2,24V668,2024-09-10,2024510,2024-09-10,,,,
F1010,2,24V736,2024-10-01,2024580,2024-10-01,,,,
F1016,2,25V038,2025-01-28,2025092,2025-02-20,,,,
F1017,2,25V046,2025-03-12,2025040,2025-01-30,,,,
F1018,2,25V187,2025-03-25,2025154,2025-03-25,,,,
F1020,2,25V326,2025-06-23,2025269,2025-05-19,,,,
F1023,2,25V602,2025-09-11,2025479,2025-09-11,,,,
F1027,2,26V029,2026-01-21,2025610,2025-11-04,,,,
F1028,2,25V850,2025-12-09,2025678,2025-12-09,,,,
F1029,2,26V079,2026-02-11,2026054,2026-02-11,,,,
F1030,2,26V087,2026-02-13,2026065,2026-02-13,,,,
F1031,2,26V109,2026-02-24,2026083,2026-02-24,,,,
F1032,2,26V228,2026-04-09,2026182,2026-04-09,,,,
F1035,2,26V408,,2026312,2026-06-26,,,,
F1036,2,26V475,,2026358,2026-07-22,,,,
F1037,2,26V523,,2026389,2026-08-10,,,,
FL655,2,13V605,2013-11-29,2013423,2013-11-27,,,,
FL660,2,14V079,2014-02-21,2014050,2014-02-21,,,,
FL664,2,14V566,2014-09-17,2015482,2015-10-16,,,,
FL667,2,14V591,2014-09-23,2014428,2014-09-30,,,,
FL668,2,14V588,2014-09-23,2014424,2014-09-30,,,,
FL670,2,14V659,2014-10-21,2014471,2014-10-22,,,,
FL671,2,14V680,2014-10-29,2014547,2014-12-03,,,,
FL672,2,14V681,2014-10-29,2014483,2014-10-29,,,,
FL673,2,14V717,2014-11-10,2014507,2014-11-06,,,,
FL675,2,14V759,2014-11-28,2014549,2014-12-03,,,,
FL676,2,14V758,2014-11-28,2014548,2014-12-03,,,,
FL677,2,15V094,2015-02-19,2015068,2015-02-16,,,,
FL679,2,15V127,2015-03-04,2015113,2015-03-16,,,,
FL680,2,15V182,2015-03-27,2015133,2015-03-25,,,,
FL681,2,15V343,2015-06-03,2015335,2015-07-24,,,,
FL684,2,15V361,2015-06-10,2015257,2015-06-10,,,,
FL685,2,15V425,2015-07-06,2015290,2015-06-29,,,,
FL686,2,15V564,2015-09-04,2015394,2015-09-08,,,,
FL688,2,15V586,2015-09-22,2015407,2015-09-15,,,,
FL690,2,15V620,2015-10-02,2015484,2015-10-16,,,,
FL691,2,15V613,2015-09-30,2015485,2015-10-16,,,,
FL692,2,15V616,2015-10-01,2015486,2015-10-16,,,,
FL697,2,15V842,2015-12-15,2016015,2016-01-13,,,,
FL698,2,15V843,2015-12-15,2016016,2016-01-13,,,,
FL699,2,15V859,2015-12-22,2015603,2015-12-18,,,,
FL700,2,16V080,2016-02-10,2016063,2016-02-09,,,,
FL707,2,16V208,2016-04-12,2016204,2016-05-09,,,,
FL708,2,16V323,2016-05-19,2016222,2016-05-13,,,,
FL709,2,16V325,2016-05-19,2016224,2016-05-13,,,,
FL711,2,16V321,2016-05-18,2016316,2016-06-21,,,,
FL712,2,16V366,2016-05-26,2016313,2016-06-20,,,,
FL713,2,16V395,2016-06-02,2016269,2016-06-01,,,,
FL714,2,16V418,2016-06-09,2016284,2016-06-06,,,,
FL715,2,16V416,2016-06-09,2016285,2016-06-06,,,,
FL716,2,16V629,2016-08-31,2016418,2016-08-30,,,,
FL718,2,16V634,2016-08-31,2016419,2016-08-30,,,,
FL721,2,16V656,2016-09-13,2016441,2016-09-09,,,,
FL722,2,16V658,2016-09-13,2016442,2016-09-09,,,,
FL723,2,16V654,2016-09-12,2016480,2016-09-30,,,,
FL725,2,16V711,2016-10-05,2016483,2016-10-04,,,,
FL726,2,16V707,2016-10-04,2016484,2016-10-04,,,,
FL727,2,16V809,2016-11-07,2016559,2016-11-09,,,,
FL728,2,16V824,2016-11-15,2016608,2016-12-06,,,,
FL729,2,16V880,2016-12-07,2016605,2016-12-05,,,,
FL843,2,22V634,2022-08-19,2019641,2019-12-17,,,,
FL851,2,23V208,2023-03-28,2023280,2023-05-11,,,,
FL918,2,24V555,2024-07-24,2024423,2024-07-24,,,,
FL925,2,22V227,2022-04-07,2022171,2022-04-07,,,,
FL926,2,22V230,2022-04-08,2022172,2022-04-08,,,,
FL935,2,22V379,2022-05-26,2022276,2022-05-26,,,,
FL937,2,22V394,2022-06-03,2022288,2022-06-03,,,,
FL938,2,22V405,2022-06-08,2022300,2022-06-08,,,,
FL942,2,22V439,2022-06-20,2022340,2022-06-27,,,,
FL951,2,22V654,2022-08-29,2022483,2022-08-29,,,,
FL952,2,22V681,2022-09-12,2022513,2022-09-12,,,,
FL955,2,22V722,2022-09-28,2022546,2022-09-28,,,,
FL957,2,22V762,2022-10-12,2022577,2022-10-12,,,,
FL958,2,22V817,2022-11-01,2022626,2022-11-01,,,,
FL962,2,22V919,2022-12-12,2022715,2022-12-12,,,,
FL964,2,23V063,2023-02-09,2023046,2023-02-09,,,,
FL966,2,23V073,2023-02-10,2023051,2023-02-10,,,,
FL967,2,23V105,2023-02-20,2023083,2023-02-20,,,,
FL969,2,23V237,2023-04-04,2023202,2023-04-04,,,,
FL970,2,23V259,2023-04-07,2023206,2023-04-05,,,,
FL971,2,23V299,2023-04-26,2023256,2023-04-27,,,,
FL972,2,23V330,2023-05-08,2023274,2023-05-08,,,,
FL973,2,23V333,2023-05-09,2023276,2023-05-09,,,,
FL980,2,23V537,2023-08-01,2023420,2023-08-01,,,,
FL982,2,23V670,2023-10-03,2023539,2023-10-04,,,,
FL986,2,23V843,2023-12-13,2023660,2023-12-13,,,,
FL987,2,23V879,2023-12-21,2024039,2024-01-24,,,,
FL991,2,23V895,2023-12-22,2023703,2023-12-22,,,,
FL992,2,24V013,2024-01-10,2024006,2024-01-10,,,,
FSAM1445,2,24V367,2024-05-23,2024292,2024-05-24,,,,
FSAM1552,2,24V827,2024-11-01,2024672,2024-11-04,,,,
FSAM1693,2,25V387,2025-06-11,2025314,2025-06-11,,,,
FSAM1794,2,26V003,2026-01-05,2026002,2026-01-05,,,,
FSAM1795,2,26V009,2026-01-15,2026009,2026-01-15,,,,
FSB0323,2,23V817,2023-12-05,2023572,2023-10-26,,,,
FSB0524,2,24V709,2024-09-24,2024558,2024-09-24,,,,
H404,2,22V525,2022-07-21,2022393,2022-07-21,,,,
H412,3,22V524,2022-07-21,2022391,2022-07-21,A12/01257/22,02/09/2022,France,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10006652
H441,3,23V369,2023-05-25,2023302,2023-05-25,A12/01545/23,07/07/2023,Poland,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10009622
H445,2,23V501,2023-07-20,2023401,2023-07-20,,,,
H448,2,23V518,2023-07-27,2023413,2023-07-27,,,,
H459,3,23V709,2023-10-19,2023564,2023-10-19,A12/02867/23,24/11/2023,Poland,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10011000
H471,3,24V085,2024-02-08,2024073,2024-02-08,A12/01635/24,21/06/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10013438
H475,2,24V134,2024-02-22,2024112,2024-02-22,,,,
H481,2,24V201,2024-03-14,2024167,2024-03-14,,,,
H484,3,24V183,2024-03-07,2024152,2024-03-07,A12/00907/24,12/04/2024,Poland,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10012614
H491,3,24V278,2024-04-18,2024231,2024-04-18,A12/02472/24,30/08/2024,Sweden,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10014061
H506,2,24V451,2024-06-24,,,A12/01915/24,19/07/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10013816
H516,2,24V677,2024-09-12,2024515,2024-09-12,,,,
H520,2,24E084,2024-10-10,2024600,2024-10-10,,,,
H535,2,25V017,2025-01-16,2025016,2025-01-16,,,,
H552,3,25V466,2025-07-11,2025375,2025-07-11,SR/04434/25,19/12/2025,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10097081
I1504,2,15V721,2015-11-02,2015526,2015-11-05,,,,
I1602,2,16V446,2016-06-17,2016327,2016-06-27,,,,
I1603,2,16V877,2016-12-06,2016616,2016-12-12,,,,
I1902,2,22V635,2022-08-19,2019252,2019-05-28,,,,
I2002,2,,,2020138,2020-04-01,A12/00623/20,24/04/2020,United Kingdom,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10001107
I2204,3,22V636,2022-08-23,2022479,2022-08-23,A12/00551/23,17/03/2023,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10008091
I2206,2,22V837,2022-11-11,2022645,2022-11-11,,,,
I2301,2,22V957,2022-12-29,2022747,2022-12-29,,,,
I2307,2,23V829,2023-12-07,2023650,2023-12-07,,,,
I2407,3,24V550,2024-07-23,2024420,2024-07-23,SR/02878/25,08/08/2025,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10095480
I2411,2,24V970,2024-12-23,2024783,2024-12-23,,,,
I2501,2,25V108,2025-02-20,2025088,2025-02-20,,,,
I2601,2,26V397,,2026305,2026-06-19,,,,
IK3350,2,16V486,2016-06-27,2016331,2016-06-28,,,,
IK4837,2,26V379,2026-06-09,2026277,2026-06-09,,,,
J036,2,14V291,2014-06-02,2014201,2014-06-04,,,,
J037,2,14V157,2014-03-31,2014105,2014-04-01,,,,
J040,2,14V292,2014-06-02,2014202,2014-06-04,,,,
J041,2,14V389,2014-07-01,2014267,2014-07-02,,,,
J042,2,14V390,2014-07-01,2014269,2014-07-02,,,,
J044,2,14V673,2014-10-27,2014486,2014-10-30,,,,
J047,2,14V714,2014-11-07,2014515,2014-11-12,,,,
J048,2,14V741,2014-11-19,2014534,2014-11-26,,,,
J049,2,15V038,2015-01-27,2015026,2015-01-26,,,,
J050,2,15V037,2015-01-27,2015027,2015-01-26,,,,
J059,2,16V187,2016-04-04,2016141,2016-03-31,,,,
J076,2,16V789,2016-10-28,2016531,2016-10-27,,,,
J077,2,16V796,2016-11-01,2016532,2016-10-27,,,,
J080,2,16V943,2016-12-29,2016650,2016-12-22,,,,
J081,2,16V940,2016-12-28,2016651,2016-12-22,,,,
KTB2211,2,22V900,2022-12-06,2022697,2022-12-08,,,,
KZ202202,2,22V289,2022-05-02,2022233,2022-05-05,,,,
KZ202204,2,22V552,2022-07-29,2022411,2022-07-29,,,,
KZ202205,2,22V756,2022-10-09,2022585,2022-10-14,,,,
KZ202601,2,26V322,2026-05-20,2026247,2026-05-20,,,,
L1502,2,15V820,2015-12-07,2015595,2015-12-17,,,,
L1601,2,16V884,2016-12-08,2016659,2016-12-29,,,,
L636R0125,2,,,2025504,2025-09-24,SR/00299/26,06/02/2026,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10097566
L74XR0125,2,,,2025388,2025-07-23,SR/03021/25,22/08/2025,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10095635
M1401,2,14V133,2014-03-19,2014129,2014-04-10,,,,
M1408,2,14V397,2014-07-02,2014394,2014-09-15,,,,
M910059,2,26V276,2026-04-30,2026210,2026-04-28,,,,
M910063,2,26V446,2026-07-10,2026336,2026-07-10,,,,
MC1510,2,15V550,2015-09-01,2015405,2015-09-15,,,,
MC1603,2,16V102,2016-02-23,2016555,2016-11-09,,,,
MDTT1601,2,16V319,2016-05-18,2016235,2016-05-17,,,,
MDTT1602,2,16V723,2016-10-07,2016504,2016-10-13,,,,
N212356050,2,22V359,2022-05-19,2022262,2022-05-19,,,,
N222364330,2,22V427,2022-06-16,2022319,2022-06-16,,,,
N222366070,2,22V446,2022-06-23,2022331,2022-06-23,,,,
N222366190,2,22V246,2022-04-14,2022189,2022-04-14,,,,
N222368030,2,23V047,2023-02-02,2023040,2023-02-02,,,,
N222368110,2,22V463,2022-06-30,2022348,2022-06-30,,,,
N222368320,2,22V375,2022-05-26,2022274,2022-05-26,,,,
N222369130,2,22V392,2022-06-02,2022286,2022-06-02,,,,
N222372310,2,23V013,2023-01-19,2023013,2023-01-19,,,,
